step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1155,391256,9240,0.029331932577750065,0.875,0.875,,,,,,,,,
1156,391584,9248,0.03164502763301606,0.875,0.875,,,,,,,,,
1157,392040,9256,0.018096986363816542,1.0,1.0,,,,,,,,,
1158,392432,9264,0.02664092065012179,0.75,0.75,,,,,,,,,
1159,392760,9272,0.03465776253759759,0.75,0.75,,,,,,,,,
1160,393088,9280,0.029982344832336822,0.875,0.875,,,,,,,,,
1161,393352,9288,0.02936407450295519,1.0,1.0,0.03001332826377014,0.875,0.875,,,,,,
1162,393744,9296,0.023870772821052624,0.875,0.875,,,,,,,,,
1163,393944,9304,0.029384224942574897,1.0,1.0,,,,,,,,,
1164,394336,9312,0.028438768481209988,0.875,0.875,,,,,,,,,
1165,394792,9320,0.024627523462051094,1.0,1.0,,,,,,,,,
1166,395120,9328,0.02821460356879834,0.875,0.875,,,,,,,,,
1167,395384,9336,0.02646048466083812,0.875,0.875,,,,,,,,,
1168,395648,9344,0.03080430424412043,0.875,0.875,,,,,,,,,
1169,396040,9352,0.034618694153420324,0.75,0.75,0.031290633281411524,0.75,0.75,,,,,,
1170,396304,9360,0.025364545189349882,1.0,1.0,,,,,,,,,
1171,396568,9368,0.023758691395378263,1.0,1.0,,,,,,,,,
1172,396832,9376,0.030746796088642444,1.0,1.0,,,,,,,,,
1173,397224,9384,0.034148248788072426,0.875,0.875,,,,,,,,,
1174,397488,9392,0.021194996054982762,1.0,1.0,,,,,,,,,
1175,397880,9400,0.02708719865724561,0.875,0.875,,,,,,,,,
1176,398144,9408,0.03058370474096591,0.875,0.875,,,,,,,,,
1177,398600,9416,0.02777885645615502,0.875,0.875,0.05398082781594713,0.625,0.625,,,,,,
1178,398800,9424,0.03526516631284418,0.875,0.875,,,,,,,,,
1179,399064,9432,0.021494124117743926,1.0,1.0,,,,,,,,,
1180,399456,9440,0.026458261322720014,0.875,0.875,,,,,,,,,
1181,399720,9448,0.038724309209646895,0.875,0.875,,,,,,,,,
1182,400048,9456,0.022959215536655392,1.0,1.0,,,,,,,,,
1183,400440,9464,0.03130873343720548,0.75,0.75,,,,,,,,,
1184,400640,9472,0.039050810841739204,0.875,0.875,,,,,,,,,
1185,400904,9480,0.018237283453927375,1.0,1.0,0.044378616615140344,0.625,0.625,,,,,,
1186,401360,9488,0.02636558277335748,0.75,0.75,,,,,,,,,
1187,401688,9496,0.021625917487283007,1.0,1.0,,,,,,,,,
1188,401952,9504,0.03847951214434943,0.75,0.75,,,,,,,,,
1189,402344,9512,0.01608891747231155,1.0,1.0,,,,,,,,,
1190,402800,9520,0.01968372376501975,0.875,0.875,,,,,,,,,
1191,403128,9528,0.028123780445195735,0.75,0.75,,,,,,,,,
1192,403456,9536,0.023732651184254792,1.0,1.0,,,,,,,,,
1193,403784,9544,0.028505761877750047,1.0,1.0,0.03019926299612658,0.875,0.875,,,,,,
1194,404112,9552,0.02325262589007616,1.0,1.0,,,,,,,,,
1195,404312,9560,0.03913282457040624,0.75,0.75,,,,,,,,,
1196,404704,9568,0.019506874925076165,1.0,1.0,,,,,,,,,
1197,405096,9576,0.028472792095926704,1.0,1.0,,,,,,,,,
1198,405424,9584,0.02107429414894432,0.875,0.875,,,,,,,,,
1199,405816,9592,0.023190560465751936,1.0,1.0,,,,,,,,,
1200,406080,9600,0.027555915240482134,1.0,1.0,,,,,,,,,
1201,406344,9608,0.03552049675656235,0.875,0.875,0.024936587605334355,1.0,1.0,,,,,,
1202,406736,9616,0.019550804685319844,0.875,0.875,,,,,,,,,
1203,407000,9624,0.029920037223987495,0.875,0.875,,,,,,,,,
1204,407328,9632,0.0325651722906623,0.75,0.75,,,,,,,,,
1205,407784,9640,0.02667007006020867,0.875,0.875,,,,,,,,,
1206,408240,9648,0.017725826342126053,0.625,0.625,,,,,,,,,
1207,408568,9656,0.03261810745090042,0.875,0.875,,,,,,,,,
1208,408896,9664,0.032252839523651336,0.875,0.875,,,,,,,,,
1209,409288,9672,0.020183010967715142,1.0,1.0,0.02888893760120785,1.0,1.0,,,,,,
1210,409552,9680,0.035417306789859146,0.875,0.875,,,,,,,,,
1211,409816,9688,0.028772704007387795,1.0,1.0,,,,,,,,,
1212,410208,9696,0.022197071149688174,1.0,1.0,,,,,,,,,
1213,410536,9704,0.030305744392717316,0.875,0.875,,,,,,,,,
1214,411056,9712,0.018547028094226335,1.0,1.0,,,,,,,,,
1215,411384,9720,0.027159073386435924,0.75,0.75,,,,,,,,,
1216,411776,9728,0.02630541981180916,0.875,0.875,,,,,,,,,
1217,412168,9736,0.0181793544520527,1.0,1.0,0.02178042359632673,1.0,1.0,,,,,,
1218,412368,9744,0.036135915978520644,1.0,1.0,,,,,,,,,
1219,412824,9752,0.0260141379308938,0.875,0.875,,,,,,,,,
1220,413344,9760,0.026488952223098747,0.875,0.875,,,,,,,,,
1221,413672,9768,0.03701634137077054,0.75,0.75,,,,,,,,,
1222,413936,9776,0.02482690717894002,1.0,1.0,,,,,,,,,
1223,414264,9784,0.020856851151911545,1.0,1.0,,,,,,,,,
1224,414528,9792,0.0264923871560859,1.0,1.0,,,,,,,,,
1225,414920,9800,0.016555036779342724,1.0,1.0,0.043306184595106365,0.75,0.75,,,,,,
1226,415376,9808,0.016343470056755387,1.0,1.0,,,,,,,,,
1227,415832,9816,0.02903414269150744,0.75,0.75,,,,,,,,,
1228,416224,9824,0.022808046914639515,1.0,1.0,,,,,,,,,
1229,416616,9832,0.02355995404341987,0.875,0.875,,,,,,,,,
1230,416944,9840,0.03469351917412132,0.75,0.75,,,,,,,,,
1231,417144,9848,0.02698614193619202,1.0,1.0,,,,,,,,,
1232,417600,9856,0.014780617567136816,1.0,1.0,,,,,,,,,
1233,417992,9864,0.026772669167795967,0.875,0.875,0.030020951455104902,0.875,0.875,,,,,,
1234,418320,9872,0.029120165601911135,0.875,0.875,,,,,,,,,
1235,418712,9880,0.021009860088815915,1.0,1.0,,,,,,,,,
1236,418976,9888,0.03950102534257894,0.75,0.75,,,,,,,,,
1237,419368,9896,0.022137949543099847,1.0,1.0,,,,,,,,,
1238,419696,9904,0.029266776280186608,0.875,0.875,,,,,,,,,
1239,420024,9912,0.028482069525169212,0.875,0.875,,,,,,,,,
1240,420480,9920,0.028901076794593663,0.75,0.75,,,,,,,,,
1241,420744,9928,0.029162286309729096,0.875,0.875,0.02285193152557137,0.875,0.875,,,,,,
1242,421008,9936,0.022063811996431464,1.0,1.0,,,,,,,,,
1243,421528,9944,0.022028864519228936,0.875,0.875,,,,,,,,,
1244,421984,9952,0.019641711688690132,1.0,1.0,,,,,,,,,
1245,422504,9960,0.025037219094199373,1.0,1.0,,,,,,,,,
1246,422768,9968,0.035188924954654796,0.75,0.75,,,,,,,,,
1247,423096,9976,0.018599744711980747,1.0,1.0,,,,,,,,,
1248,423424,9984,0.020094129059230907,1.0,1.0,,,,,,,,,
1249,423624,9992,0.02563457682078782,1.0,1.0,0.025141124458183187,0.875,0.875,,,,,,
1250,423952,10000,0.0245106272405028,1.0,1.0,,,,,,,,,
1251,424344,10008,0.01837821926291023,1.0,1.0,,,,,,,,,
1252,424608,10016,0.03716529701538094,0.875,0.875,,,,,,,,,
1253,425000,10024,0.023700187960997335,0.875,0.875,,,,,,,,,
1254,425264,10032,0.03344283811544301,0.875,0.875,,,,,,,,,
1255,425592,10040,0.020620620226021853,1.0,1.0,,,,,,,,,
1256,425856,10048,0.026503989976117734,0.875,0.875,,,,,,,,,
1257,426312,10056,0.03168886219694416,0.875,0.875,0.02158155059296405,0.875,0.875,,,,,,
1258,426704,10064,0.032352652252473794,0.75,0.75,,,,,,,,,
1259,427096,10072,0.01741485292870948,1.0,1.0,,,,,,,,,
1260,427360,10080,0.029736758991748505,1.0,1.0,,,,,,,,,
1261,427624,10088,0.03122997437971208,0.875,0.875,,,,,,,,,
1262,427952,10096,0.025900089276445215,1.0,1.0,,,,,,,,,
1263,428152,10104,0.028593347164060107,1.0,1.0,,,,,,,,,
1264,428416,10112,0.031091934727437546,0.875,0.875,,,,,,,,,
1265,428744,10120,0.04073378841261729,0.75,0.75,0.03841382814299625,0.875,0.875,,,,,,
1266,429072,10128,0.0479492216268627,0.625,0.625,,,,,,,,,
1267,429464,10136,0.03191483678019722,0.875,0.875,,,,,,,,,
1268,429728,10144,0.027995471886461017,1.0,1.0,,,,,,,,,
1269,429928,10152,0.035608478243229914,0.875,0.875,,,,,,,,,
1270,430192,10160,0.02800352618854959,1.0,1.0,,,,,,,,,
1271,430520,10168,0.02596156839487958,0.875,0.875,,,,,,,,,
1272,430784,10176,0.03828465904283803,0.75,0.75,,,,,,,,,
1273,431112,10184,0.02831953411421273,0.875,0.875,0.029371199628367324,0.875,0.875,,,,,,
1274,431312,10192,0.0396439686624702,0.75,0.75,,,,,,,,,
1275,431704,10200,0.026159994276483,0.875,0.875,,,,,,,,,
1276,432032,10208,0.030273809877515306,1.0,1.0,,,,,,,,,
1277,432360,10216,0.028004254559611585,0.875,0.875,,,,,,,,,
1278,432688,10224,0.032181540819550714,0.75,0.75,,,,,,,,,
1279,432888,10232,0.03016880408099193,1.0,1.0,,,,,,,,,
1280,433216,10240,0.029257971439277754,0.75,0.75,,,,,,,,,
1281,433608,10248,0.030989051234094706,0.875,0.875,0.04324158137915522,0.75,0.75,,,,,,
1282,434000,10256,0.03013047830941408,0.875,0.875,,,,,,,,,
1283,434200,10264,0.034857941697264326,0.875,0.875,,,,,,,,,
1284,434656,10272,0.023868810876294576,0.875,0.875,,,,,,,,,
1285,435112,10280,0.026372869834688444,0.875,0.875,,,,,,,,,
1286,435504,10288,0.01826439870031512,1.0,1.0,,,,,,,,,
1287,435896,10296,0.02823577804848355,0.875,0.875,,,,,,,,,
1288,436288,10304,0.02470970243928605,1.0,1.0,,,,,,,,,
1289,436616,10312,0.03274209893372608,0.875,0.875,0.022107706148699436,1.0,1.0,,,,,,
1290,437008,10320,0.023816922326353355,0.875,0.875,,,,,,,,,
1291,437336,10328,0.03082487237574242,0.875,0.875,,,,,,,,,
1292,437664,10336,0.03337566636837391,0.875,0.875,,,,,,,,,
1293,438056,10344,0.01956658508070935,1.0,1.0,,,,,,,,,
1294,438384,10352,0.034583522683708,0.875,0.875,,,,,,,,,
1295,438776,10360,0.025134784203134284,1.0,1.0,,,,,,,,,
1296,439104,10368,0.02727820423367666,0.875,0.875,,,,,,,,,
1297,439496,10376,0.03660225618939875,0.75,0.75,0.019046988173067804,1.0,1.0,,,,,,
1298,439952,10384,0.01724284356946425,0.875,0.875,,,,,,,,,
1299,440280,10392,0.03889353076682891,0.75,0.75,,,,,,,,,
1300,440672,10400,0.02439489580935818,0.875,0.875,,,,,,,,,
1301,441000,10408,0.034148824205156414,0.75,0.75,,,,,,,,,
1302,441328,10416,0.014430235038802494,1.0,1.0,,,,,,,,,
1303,441720,10424,0.020836437224158243,1.0,1.0,,,,,,,,,
1304,442048,10432,0.0197843042066379,1.0,1.0,,,,,,,,,
1305,442440,10440,0.02475491460167177,1.0,1.0,0.0657750388275599,0.625,0.625,,,,,,
1306,442768,10448,0.034871127190953304,0.75,0.75,,,,,,,,,
1307,443032,10456,0.039905089792337096,0.75,0.75,,,,,,,,,
1308,443424,10464,0.02551624281935801,0.875,0.875,,,,,,,,,
1309,443688,10472,0.0331119943131489,0.875,0.875,,,,,,,,,
1310,444016,10480,0.032326802327894255,0.875,0.875,,,,,,,,,
1311,444280,10488,0.03324347216679598,0.875,0.875,,,,,,,,,
1312,444544,10496,0.020713085775787475,1.0,1.0,,,,,,,,,
1313,444808,10504,0.022325711963039795,1.0,1.0,0.024036970178810103,1.0,1.0,,,,,,
1314,445136,10512,0.015877623431966643,1.0,1.0,,,,,,,,,
1315,445464,10520,0.02911310295968724,1.0,1.0,,,,,,,,,
1316,445792,10528,0.024173258022856317,0.875,0.875,,,,,,,,,
1317,446120,10536,0.02598943850959768,1.0,1.0,,,,,,,,,
1318,446448,10544,0.022731258733125287,1.0,1.0,,,,,,,,,
1319,446840,10552,0.026530290674757758,0.875,0.875,,,,,,,,,
1320,447104,10560,0.04746437622892699,0.75,0.75,,,,,,,,,
1321,447304,10568,0.026246671552847448,1.0,1.0,0.031507725584058795,0.875,0.875,,,,,,
1322,447632,10576,0.030598110169492425,0.75,0.75,,,,,,,,,
1323,448088,10584,0.029880870308817458,0.75,0.75,,,,,,,,,
1324,448480,10592,0.032122991830782814,0.875,0.875,,,,,,,,,
1325,448744,10600,0.03537365011728981,0.75,0.75,,,,,,,,,
1326,449008,10608,0.026664114645973312,1.0,1.0,,,,,,,,,
1327,449272,10616,0.022892390451088436,1.0,1.0,,,,,,,,,
1328,449600,10624,0.028409788447472238,0.875,0.875,,,,,,,,,
1329,449864,10632,0.019358970536050034,1.0,1.0,0.03040809957004967,1.0,1.0,,,,,,
1330,450320,10640,0.01728991639074853,1.0,1.0,,,,,,,,,
1331,450776,10648,0.027402891506317247,0.875,0.875,,,,,,,,,
1332,451040,10656,0.038914474227640314,0.75,0.75,,,,,,,,,
1333,451432,10664,0.02228911447881425,1.0,1.0,,,,,,,,,
1334,451760,10672,0.027162465350556886,1.0,1.0,,,,,,,,,
1335,452152,10680,0.02321429800589916,0.875,0.875,,,,,,,,,
1336,452544,10688,0.01935894719497204,1.0,1.0,,,,,,,,,
1337,452872,10696,0.03179026550325943,0.875,0.875,0.026011646799018174,1.0,1.0,,,,,,
1338,453072,10704,0.024049151109514545,1.0,1.0,,,,,,,,,
1339,453592,10712,0.012313590462545109,1.0,1.0,,,,,,,,,
1340,453920,10720,0.02407621706169448,0.875,0.875,,,,,,,,,
1341,454312,10728,0.028529335901900297,0.75,0.75,,,,,,,,,
1342,454704,10736,0.02429867187939938,1.0,1.0,,,,,,,,,
1343,455096,10744,0.022638449147428522,0.875,0.875,,,,,,,,,
1344,455360,10752,0.022703940041719765,1.0,1.0,,,,,,,,,
1345,455624,10760,0.038296008785255256,0.875,0.875,0.027591312194684484,1.0,1.0,,,,,,
1346,456016,10768,0.02391564449787741,1.0,1.0,,,,,,,,,
1347,456472,10776,0.020576032503950046,1.0,1.0,,,,,,,,,
1348,456800,10784,0.024762424184387784,0.875,0.875,,,,,,,,,
1349,457064,10792,0.03662441957227202,0.875,0.875,,,,,,,,,
1350,457392,10800,0.022672281207123886,1.0,1.0,,,,,,,,,
1351,457656,10808,0.03669319505539079,0.875,0.875,,,,,,,,,
1352,457984,10816,0.048265626146006976,0.625,0.625,,,,,,,,,
1353,458312,10824,0.02811877762299264,1.0,1.0,0.02015421224160794,1.0,1.0,,,,,,
1354,458704,10832,0.03265718111041679,0.75,0.75,,,,,,,,,
1355,459096,10840,0.021181181507842362,0.875,0.875,,,,,,,,,
1356,459488,10848,0.026294038913959716,1.0,1.0,,,,,,,,,
1357,459752,10856,0.03903058763158696,0.75,0.75,,,,,,,,,
1358,460144,10864,0.028699589001801848,0.875,0.875,,,,,,,,,
1359,460536,10872,0.019020508162866465,1.0,1.0,,,,,,,,,
1360,460928,10880,0.025074237166154492,0.875,0.875,,,,,,,,,
1361,461192,10888,0.032631727853367924,0.875,0.875,0.026526810807408766,1.0,1.0,,,,,,
1362,461520,10896,0.020418774405909064,1.0,1.0,,,,,,,,,
1363,461848,10904,0.03130890846730654,0.75,0.75,,,,,,,,,
1364,462240,10912,0.01840370367557625,1.0,1.0,,,,,,,,,
1365,462632,10920,0.02503887544536459,0.875,0.875,,,,,,,,,
1366,462896,10928,0.031915248660952786,1.0,1.0,,,,,,,,,
1367,463224,10936,0.022156359736531156,0.875,0.875,,,,,,,,,
1368,463424,10944,0.03169078402260008,1.0,1.0,,,,,,,,,
1369,463752,10952,0.029876827491214498,0.75,0.75,0.043459471886046236,1.0,1.0,,,,,,
1370,464080,10960,0.022288873625162527,1.0,1.0,,,,,,,,,
1371,464600,10968,0.023376543969252452,0.875,0.875,,,,,,,,,
1372,465056,10976,0.014842758771607937,1.0,1.0,,,,,,,,,
1373,465448,10984,0.022160989748178206,0.875,0.875,,,,,,,,,
1374,465584,10992,0.04597594608043437,0.875,0.875,,,,,,,,,
1375,465848,11000,0.024760532781656366,0.75,0.75,,,,,,,,,
1376,466048,11008,0.022582112530362797,1.0,1.0,,,,,,,,,
1377,466376,11016,0.02321682079072343,0.875,0.875,0.021193239340063882,1.0,1.0,,,,,,
1378,466704,11024,0.027311502947453842,0.875,0.875,,,,,,,,,
1379,466968,11032,0.04200702429792727,0.875,0.875,,,,,,,,,
1380,467424,11040,0.021578660261163483,1.0,1.0,,,,,,,,,
1381,467624,11048,0.024337379049648004,1.0,1.0,,,,,,,,,
1382,468016,11056,0.02248882003126103,0.875,0.875,,,,,,,,,
1383,468280,11064,0.02423863374060602,1.0,1.0,,,,,,,,,
1384,468608,11072,0.04205911760355229,0.625,0.625,,,,,,,,,
1385,469000,11080,0.026722308859233036,0.875,0.875,0.031383641906260897,0.875,0.875,,,,,,
1386,469328,11088,0.030513091679604254,0.875,0.875,,,,,,,,,
1387,469592,11096,0.048827238947851584,0.75,0.75,,,,,,,,,
1388,469920,11104,0.016387381147316776,1.0,1.0,,,,,,,,,
1389,470248,11112,0.021260347408708184,1.0,1.0,,,,,,,,,
1390,470512,11120,0.033523190153082395,0.875,0.875,,,,,,,,,
1391,470904,11128,0.024754837953296374,1.0,1.0,,,,,,,,,
1392,471232,11136,0.028079099163456706,1.0,1.0,,,,,,,,,
1393,471560,11144,0.021613999921825777,0.875,0.875,0.023596765155372852,1.0,1.0,,,,,,
1394,472016,11152,0.02230782051797307,0.875,0.875,,,,,,,,,
1395,472408,11160,0.024028066381282163,1.0,1.0,,,,,,,,,
1396,472992,11168,0.01964179120556057,1.0,1.0,,,,,,,,,
1397,473256,11176,0.031380222421939837,0.875,0.875,,,,,,,,,
1398,473520,11184,0.0288448116107611,0.875,0.875,,,,,,,,,
1399,473912,11192,0.019350471339566865,1.0,1.0,,,,,,,,,
1400,474240,11200,0.022166837735290757,0.875,0.875,,,,,,,,,
1401,474632,11208,0.027435153854498823,0.875,0.875,0.023768251127534314,1.0,1.0,,,,,,
1402,475024,11216,0.019379252040186354,0.875,0.875,,,,,,,,,
1403,475544,11224,0.021222713436216057,0.875,0.875,,,,,,,,,
1404,475936,11232,0.031294539302331635,0.875,0.875,,,,,,,,,
1405,476200,11240,0.02794525855977554,0.75,0.75,,,,,,,,,
1406,476528,11248,0.022719288180887816,1.0,1.0,,,,,,,,,
1407,476856,11256,0.02080628691237507,1.0,1.0,,,,,,,,,
1408,477312,11264,0.021392971614550334,1.0,1.0,,,,,,,,,
1409,477640,11272,0.031241550891601945,0.875,0.875,0.03561818938773004,0.75,0.75,,,,,,
1410,477968,11280,0.02960072070063325,1.0,1.0,,,,,,,,,
1411,478232,11288,0.023523319087162237,1.0,1.0,,,,,,,,,
1412,478560,11296,0.04318285913312866,0.625,0.625,,,,,,,,,
1413,478888,11304,0.022743671949545387,0.875,0.875,,,,,,,,,
1414,479152,11312,0.04336899765916315,0.75,0.75,,,,,,,,,
1415,479544,11320,0.02141125744664654,0.875,0.875,,,,,,,,,
1416,479872,11328,0.021614790598192483,1.0,1.0,,,,,,,,,
1417,480136,11336,0.04025265756585668,0.75,0.75,0.04114068652003577,0.75,0.75,,,,,,
1418,480528,11344,0.01904899149812991,1.0,1.0,,,,,,,,,
1419,480984,11352,0.01945545150829795,0.875,0.875,,,,,,,,,
1420,481376,11360,0.022645647036940015,1.0,1.0,,,,,,,,,
1421,481640,11368,0.02552485380343114,1.0,1.0,,,,,,,,,
1422,482032,11376,0.03335133563731991,0.875,0.875,,,,,,,,,
1423,482424,11384,0.034068766046414865,0.625,0.625,,,,,,,,,
1424,482816,11392,0.021526847876715088,0.875,0.875,,,,,,,,,
1425,483080,11400,0.030531355734565297,0.875,0.875,0.028459362655291143,0.875,0.875,,,,,,
1426,483472,11408,0.031544360040628217,0.75,0.75,,,,,,,,,
1427,483928,11416,0.03050538601173945,0.75,0.75,,,,,,,,,
1428,484320,11424,0.022666492522112097,1.0,1.0,,,,,,,,,
1429,484712,11432,0.017762328915135493,1.0,1.0,,,,,,,,,
1430,485104,11440,0.02442851929267818,1.0,1.0,,,,,,,,,
1431,485368,11448,0.022637268977250644,1.0,1.0,,,,,,,,,
1432,485632,11456,0.040026789718758664,0.625,0.625,,,,,,,,,
1433,485960,11464,0.027513172148319425,1.0,1.0,0.040518497693352404,0.75,0.75,,,,,,
1434,486160,11472,0.027313698481302707,1.0,1.0,,,,,,,,,
1435,486424,11480,0.024434552113816607,0.875,0.875,,,,,,,,,
1436,486752,11488,0.02848392363882158,0.875,0.875,,,,,,,,,
1437,487016,11496,0.02395189709583065,0.875,0.875,,,,,,,,,
1438,487408,11504,0.02311639920534313,0.875,0.875,,,,,,,,,
1439,487800,11512,0.029986019115798023,0.75,0.75,,,,,,,,,
1440,488128,11520,0.019608368367116782,1.0,1.0,,,,,,,,,
1441,488520,11528,0.01935169547331801,1.0,1.0,0.022965322978301023,1.0,1.0,,,,,,
1442,488912,11536,0.02430039641905751,1.0,1.0,,,,,,,,,
1443,489304,11544,0.021873274458838143,0.875,0.875,,,,,,,,,
1444,489568,11552,0.031163197418645726,0.875,0.875,,,,,,,,,
1445,489832,11560,0.02225922485546107,0.875,0.875,,,,,,,,,
1446,490160,11568,0.031103213901675187,0.875,0.875,,,,,,,,,
1447,490488,11576,0.030569946043411615,0.875,0.875,,,,,,,,,
1448,490880,11584,0.02441493919161379,0.75,0.75,,,,,,,,,
1449,491272,11592,0.02587462896539364,1.0,1.0,0.02379720315843588,0.875,0.875,,,,,,
1450,491600,11600,0.04299636199238012,0.625,0.625,,,,,,,,,
1451,491992,11608,0.020760598295659446,1.0,1.0,,,,,,,,,
1452,492384,11616,0.04281514413204907,0.5,0.5,,,,,,,,,
1453,492712,11624,0.016888775258004897,1.0,1.0,,,,,,,,,
1454,493104,11632,0.02522039593889834,1.0,1.0,,,,,,,,,
1455,493496,11640,0.038263959201807064,0.75,0.75,,,,,,,,,
1456,493824,11648,0.025039342714255324,0.875,0.875,,,,,,,,,
1457,494088,11656,0.024933129437158644,0.75,0.75,0.026848205826318007,1.0,1.0,,,,,,
1458,494416,11664,0.018900243657553797,1.0,1.0,,,,,,,,,
1459,494808,11672,0.022122245244002747,0.875,0.875,,,,,,,,,
1460,495008,11680,0.030915030485484746,1.0,1.0,,,,,,,,,
1461,495336,11688,0.029006552991573693,0.875,0.875,,,,,,,,,
1462,495728,11696,0.017361424150052093,0.875,0.875,,,,,,,,,
1463,496056,11704,0.030879547679680396,0.875,0.875,,,,,,,,,
1464,496384,11712,0.026401743660215287,1.0,1.0,,,,,,,,,
1465,496776,11720,0.036682842881831074,0.875,0.875,0.018857085247627765,1.0,1.0,,,,,,
1466,497104,11728,0.03021256124513456,1.0,1.0,,,,,,,,,
1467,497432,11736,0.02704139975248836,1.0,1.0,,,,,,,,,
1468,497824,11744,0.025692341039678768,1.0,1.0,,,,,,,,,
1469,498088,11752,0.030746146666178902,0.875,0.875,,,,,,,,,
1470,498416,11760,0.030078435469593386,0.75,0.75,,,,,,,,,
1471,498808,11768,0.026268671968039906,0.875,0.875,,,,,,,,,
1472,499072,11776,0.019735997094976483,1.0,1.0,,,,,,,,,
1473,499464,11784,0.019431076449861088,1.0,1.0,0.029454488001560093,0.875,0.875,,,,,,
1474,499792,11792,0.022949342970969157,1.0,1.0,,,,,,,,,
1475,500184,11800,0.022607209181272386,0.875,0.875,,,,,,,,,
1476,500576,11808,0.013352660181684163,1.0,1.0,,,,,,,,,
1477,500904,11816,0.018376277703879167,1.0,1.0,,,,,,,,,
1478,501232,11824,0.02185773277286353,1.0,1.0,,,,,,,,,
1479,501624,11832,0.017086950686079943,1.0,1.0,,,,,,,,,
1480,501952,11840,0.024385155493655473,0.875,0.875,,,,,,,,,
1481,502344,11848,0.025659569714322667,1.0,1.0,0.03289151374726619,0.875,0.875,,,,,,
1482,502800,11856,0.03344822431976873,0.75,0.75,,,,,,,,,
1483,503000,11864,0.05202689625972804,0.875,0.875,,,,,,,,,
1484,503328,11872,0.030207345029513815,0.875,0.875,,,,,,,,,
1485,503656,11880,0.0255253920602845,1.0,1.0,,,,,,,,,
1486,503856,11888,0.022052223722394047,1.0,1.0,,,,,,,,,
1487,504248,11896,0.022620542866043255,1.0,1.0,,,,,,,,,
1488,504576,11904,0.021766622067596476,1.0,1.0,,,,,,,,,
1489,505032,11912,0.031224272030657245,0.875,0.875,0.0353953121136874,0.875,0.875,,,,,,
1490,505424,11920,0.026846324929162318,1.0,1.0,,,,,,,,,
1491,505880,11928,0.023038202277332727,0.875,0.875,,,,,,,,,
1492,506144,11936,0.026789960810929186,0.875,0.875,,,,,,,,,
1493,506536,11944,0.018434879394435486,1.0,1.0,,,,,,,,,
1494,506992,11952,0.022650522230542265,0.75,0.75,,,,,,,,,
1495,507448,11960,0.025539033846063312,0.75,0.75,,,,,,,,,
1496,507776,11968,0.0193938220692653,1.0,1.0,,,,,,,,,
1497,508104,11976,0.026753668597317298,0.875,0.875,0.059911218650122465,0.625,0.625,,,,,,
1498,508496,11984,0.029452896097755,0.875,0.875,,,,,,,,,
1499,508760,11992,0.033553769300563085,0.75,0.75,,,,,,,,,
1500,509088,12000,0.022375898202240934,0.875,0.875,,,,,,,,,
1501,509416,12008,0.023334328550961805,1.0,1.0,,,,,,,,,
1502,509744,12016,0.02699881801262381,0.875,0.875,,,,,,,,,
1503,510136,12024,0.0281362134598991,0.875,0.875,,,,,,,,,
1504,510528,12032,0.0221538635670125,1.0,1.0,,,,,,,,,
1505,510856,12040,0.02794494569837116,0.75,0.75,0.06348759271055314,0.75,0.75,,,,,,
1506,511248,12048,0.030785705640955712,0.625,0.625,,,,,,,,,
1507,511704,12056,0.02143890633447362,1.0,1.0,,,,,,,,,
1508,511904,12064,0.023538671583519313,1.0,1.0,,,,,,,,,
1509,512232,12072,0.028073278114112327,1.0,1.0,,,,,,,,,
1510,512560,12080,0.020289162777800813,1.0,1.0,,,,,,,,,
1511,512952,12088,0.019135888978998993,1.0,1.0,,,,,,,,,
1512,513280,12096,0.03375578606969793,0.625,0.625,,,,,,,,,
1513,513480,12104,0.044604890711004076,0.75,0.75,0.022657429421136233,1.0,1.0,,,,,,
1514,513808,12112,0.02844496280287422,0.75,0.75,,,,,,,,,
1515,514072,12120,0.024534510039911767,1.0,1.0,,,,,,,,,
1516,514400,12128,0.024421963661312475,0.875,0.875,,,,,,,,,
1517,514792,12136,0.03213823428276858,0.875,0.875,,,,,,,,,
1518,514928,12144,0.03971456969899009,0.875,0.875,,,,,,,,,
1519,515320,12152,0.02237342499599132,1.0,1.0,,,,,,,,,
1520,515648,12160,0.022665226977296702,0.875,0.875,,,,,,,,,
1521,515976,12168,0.027946211086411498,1.0,1.0,0.03854658211203059,0.75,0.75,,,,,,
1522,516304,12176,0.02083451409757981,1.0,1.0,,,,,,,,,
1523,516760,12184,0.024091624888917845,0.75,0.75,,,,,,,,,
1524,517152,12192,0.02793150471491875,0.875,0.875,,,,,,,,,
1525,517544,12200,0.024887115286207215,1.0,1.0,,,,,,,,,
1526,517872,12208,0.036311272063410796,1.0,1.0,,,,,,,,,
1527,518200,12216,0.024155581198730937,0.875,0.875,,,,,,,,,
1528,518528,12224,0.025148046566153427,1.0,1.0,,,,,,,,,
1529,518792,12232,0.02272914269311514,0.875,0.875,0.0476469596511015,0.875,0.875,,,,,,
1530,519056,12240,0.05371274513243407,0.625,0.625,,,,,,,,,
1531,519384,12248,0.02540940954128746,0.875,0.875,,,,,,,,,
1532,519712,12256,0.02560273680153114,0.875,0.875,,,,,,,,,
